opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,is_won,is_closed,cycle_days,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price
UFALPP82,Vicki Laflamme,GTX Pro,Goodsilron,Won,2017-05-15,2017-08-19,4246.0,True,True,96.0,Celia Rouche,West,marketing,2000.0,2952.73,5107.0,United States,,GTX,4821
NHA6MNJF,Violet Mclelland,MG Advanced,Zotware,Won,2017-05-15,2017-09-26,3061.0,True,True,134.0,Cara Losch,East,software,1979.0,4478.47,13809.0,United States,,MG,3393
S3UOGUU5,Zane Levy,GTX Pro,Rantouch,Lost,2017-05-15,2017-06-21,0.0,False,True,37.0,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,4821
TSRHYEOQ,Cassey Cress,GTX Pro,Condax,Lost,2017-05-16,2017-08-13,0.0,False,True,89.0,Rocco Neubert,East,medical,2017.0,4.54,9.0,United States,,GTX,4821
ZIK2R3S7,Corliss Cosme,MG Advanced,,Engaging,2017-05-16,,,False,False,,Cara Losch,East,,,,,,,MG,3393
K44WX2BT,Donn Cantrell,MG Advanced,Massive Dynamic,Won,2017-05-16,2017-08-13,3351.0,True,True,89.0,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,,MG,3393
HF2DSIT5,Elease Gluck,GTX Basic,,Engaging,2017-05-16,,,False,False,,Celia Rouche,West,,,,,,,GTX,550
XD6R8R5B,Hayden Neloms,MG Advanced,Hottechi,Won,2017-05-16,2017-05-30,3153.0,True,True,14.0,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,MG,3393
CEGQ4V9F,James Ascencio,GTX Plus Basic,Konex,Lost,2017-05-16,2017-05-20,0.0,False,True,4.0,Summer Sewald,West,technolgy,1980.0,7708.38,13756.0,United States,,GTX,1096
58DMWXXI,James Ascencio,GTX Plus Pro,J-Texon,Lost,2017-05-16,2017-05-27,0.0,False,True,11.0,Summer Sewald,West,retail,1989.0,1388.67,3583.0,United States,,GTX,5482
8GYJOE85,Kami Bicknell,GTX Basic,Hottechi,Lost,2017-05-16,2017-08-22,0.0,False,True,98.0,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550
KJP1JFKX,Kami Bicknell,GTX Basic,Hottechi,Won,2017-05-16,2017-06-06,533.0,True,True,21.0,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550
LGK00C12,Lajuana Vencill,GTX Basic,Bioholding,Lost,2017-05-16,2017-08-24,0.0,False,True,100.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,GTX,550
1F950BGI,Lajuana Vencill,MG Special,Genco Pura Olive Oil Company,Won,2017-05-16,2017-06-01,56.0,True,True,16.0,Dustin Brinkmann,Central,retail,2007.0,894.33,1635.0,Italy,,MG,55
1KV8WY84,Marty Freudenburg,GTX Plus Basic,Statholdings,Lost,2017-05-16,2017-05-24,0.0,False,True,8.0,Melvin Marxen,Central,employment,1997.0,291.27,586.0,United States,,GTX,1096
FN080GSV,Maureen Marcano,GTX Basic,Finjob,Won,2017-05-16,2017-08-04,522.0,True,True,80.0,Summer Sewald,West,employment,1988.0,2059.9,3644.0,United States,,GTX,550
M3IMVC9G,Rosalina Dieter,GTX Plus Basic,,Engaging,2017-05-16,,,False,False,,Celia Rouche,West,,,,,,,GTX,1096
XR3BL1JL,Rosalina Dieter,MG Special,Goodsilron,Won,2017-05-16,2017-08-20,54.0,True,True,96.0,Celia Rouche,West,marketing,2000.0,2952.73,5107.0,United States,,MG,55
BTRIUUWG,Rosie Papadopoulos,GTX Basic,,Engaging,2017-05-16,,,False,False,,Cara Losch,East,,,,,,,GTX,550
YD38G676,Vicki Laflamme,MG Advanced,Hatfan,Lost,2017-05-16,2017-05-27,0.0,False,True,11.0,Celia Rouche,West,services,1982.0,792.46,1299.0,United States,,MG,3393
4AS1VXQM,Vicki Laflamme,GTX Pro,Rantouch,Won,2017-05-16,2017-09-07,5154.0,True,True,114.0,Celia Rouche,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,4821
UW6FSSDK,Violet Mclelland,MG Special,Acme Corporation,Lost,2017-05-16,2017-08-16,0.0,False,True,92.0,Cara Losch,East,technolgy,1996.0,1100.04,2822.0,United States,,MG,55
GYC77KNM,Wilburn Farren,MG Advanced,Gekko & Co,Won,2017-05-16,2017-09-16,3483.0,True,True,123.0,Cara Losch,East,retail,1990.0,2520.83,3502.0,United States,,MG,3393
XRO7PMA2,Cassey Cress,GTX Plus Basic,,Engaging,2017-05-17,,,False,False,,Rocco Neubert,East,,,,,,,GTX,1096
HS58SPS7,Cassey Cress,MG Special,Bubba Gump,Lost,2017-05-17,2017-05-25,0.0,False,True,8.0,Rocco Neubert,East,software,2002.0,987.39,2253.0,United States,,MG,55
5BGYQS4R,Darcel Schlecht,GTX Plus Basic,Finhigh,Won,2017-05-17,2017-08-11,1110.0,True,True,86.0,Melvin Marxen,Central,finance,2006.0,1102.43,1759.0,United States,,GTX,1096
YMS8IG4L,Donn Cantrell,GTX Basic,Umbrella Corporation,Won,2017-05-17,2017-05-27,441.0,True,True,10.0,Rocco Neubert,East,finance,1998.0,2022.14,5113.0,United States,,GTX,550
04OAV3CV,Elease Gluck,GTX Plus Pro,,Engaging,2017-05-17,,,False,False,,Celia Rouche,West,,,,,,,GTX,5482
NISR8D1V,Elease Gluck,GTX Basic,Hottechi,Won,2017-05-17,2017-08-08,553.0,True,True,83.0,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550
T4MF2SMF,Hayden Neloms,MG Advanced,Scotfind,Won,2017-05-17,2017-06-04,3624.0,True,True,18.0,Celia Rouche,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,3393
G6PDDHMN,Jonathan Berthelot,GTX Basic,Genco Pura Olive Oil Company,Lost,2017-05-17,2017-05-31,0.0,False,True,14.0,Melvin Marxen,Central,retail,2007.0,894.33,1635.0,Italy,,GTX,550
S2GG93I6,Kami Bicknell,GTX Pro,Faxquote,Lost,2017-05-17,2017-08-22,0.0,False,True,97.0,Summer Sewald,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,4821
8GV0BQTU,Kary Hendrixson,MG Advanced,Xx-holding,Engaging,2017-05-17,,,False,False,,Summer Sewald,West,finance,1993.0,7537.24,20293.0,United States,,MG,3393
I99AI8C5,Lajuana Vencill,MG Special,dambase,Lost,2017-05-17,2017-08-08,0.0,False,True,83.0,Dustin Brinkmann,Central,marketing,1995.0,2173.98,2928.0,United States,Inity,MG,55
3SEMPUU1,Markita Hansen,GTX Pro,Labdrill,Engaging,2017-05-17,,,False,False,,Celia Rouche,West,medical,1985.0,2741.37,9226.0,United States,,GTX,4821
8W87JE97,Markita Hansen,GTX Pro,Konex,Lost,2017-05-17,2017-08-12,0.0,False,True,87.0,Celia Rouche,West,technolgy,1980.0,7708.38,13756.0,United States,,GTX,4821
RQM0PS59,Markita Hansen,MG Special,J-Texon,Lost,2017-05-17,2017-08-18,0.0,False,True,93.0,Celia Rouche,West,retail,1989.0,1388.67,3583.0,United States,,MG,55
483NKH0E,Markita Hansen,GTX Pro,Plexzap,Won,2017-05-17,2017-08-18,4644.0,True,True,93.0,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,GTX,4821
G6QI40AT,Rosie Papadopoulos,MG Special,Umbrella Corporation,Lost,2017-05-17,2017-05-29,0.0,False,True,12.0,Cara Losch,East,finance,1998.0,2022.14,5113.0,United States,,MG,55
UQY5TEE8,Versie Hillebrand,MG Special,Codehow,Won,2017-05-17,2017-09-20,51.0,True,True,126.0,Dustin Brinkmann,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,MG,55
AXHNVQPQ,Vicki Laflamme,GTX Pro,Golddex,Won,2017-05-17,2017-09-08,4573.0,True,True,114.0,Celia Rouche,West,finance,2008.0,52.5,165.0,United States,,GTX,4821
N2KXGJO3,Violet Mclelland,MG Advanced,Silis,Won,2017-05-17,2017-08-01,3033.0,True,True,76.0,Cara Losch,East,medical,1994.0,2818.38,6290.0,United States,,MG,3393
DDP76LIP,Zane Levy,MG Special,Hatfan,Lost,2017-05-17,2017-05-26,0.0,False,True,9.0,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,MG,55
43AH1M09,Anna Snelling,MG Special,Warephase,Lost,2017-05-18,2017-05-24,0.0,False,True,6.0,Dustin Brinkmann,Central,services,1997.0,2041.73,5276.0,United States,,MG,55
852ZZB90,Anna Snelling,MG Special,Ron-tech,Won,2017-05-18,2017-06-02,58.0,True,True,15.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,MG,55
V2GGEAOC,Anna Snelling,MG Special,Streethex,Won,2017-05-18,2017-09-15,51.0,True,True,120.0,Dustin Brinkmann,Central,retail,1988.0,1376.8,1165.0,Belgium,,MG,55
0Y8HO91H,Cassey Cress,GTX Pro,Massive Dynamic,Won,2017-05-18,2017-08-02,4873.0,True,True,76.0,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,,GTX,4821
0K59ZLQC,Corliss Cosme,GTX Basic,Donquadtech,Engaging,2017-05-18,,,False,False,,Cara Losch,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,550
PNUBACZM,Darcel Schlecht,GTX Pro,Isdom,Won,2017-05-18,2017-06-07,4606.0,True,True,20.0,Melvin Marxen,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,4821
DPT11UGS,Donn Cantrell,GTX Plus Basic,Iselectrics,Won,2017-05-18,2017-09-05,995.0,True,True,110.0,Rocco Neubert,East,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,1096
GQFRHJF6,Donn Cantrell,GTX Pro,Umbrella Corporation,Won,2017-05-18,2017-08-10,4581.0,True,True,84.0,Rocco Neubert,East,finance,1998.0,2022.14,5113.0,United States,,GTX,4821
S8ALJKKH,Garret Kinder,GTX Pro,Massive Dynamic,Won,2017-05-18,2017-08-14,4671.0,True,True,88.0,Cara Losch,East,entertainment,1989.0,665.06,1095.0,United States,,GTX,4821
2BXYT4PD,Hayden Neloms,GTX Plus Pro,Funholding,Engaging,2017-05-18,,,False,False,,Celia Rouche,West,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,5482
2FMT1053,Hayden Neloms,MG Advanced,,Engaging,2017-05-18,,,False,False,,Celia Rouche,West,,,,,,,MG,3393
HU970PDK,James Ascencio,GTX Plus Pro,Donquadtech,Engaging,2017-05-18,,,False,False,,Summer Sewald,West,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,5482
D85PDC6S,James Ascencio,GTX Plus Pro,,Engaging,2017-05-18,,,False,False,,Summer Sewald,West,,,,,,,GTX,5482
7D75QXBD,Kary Hendrixson,GTX Plus Basic,Groovestreet,Engaging,2017-05-18,,,False,False,,Summer Sewald,West,retail,2003.0,223.8,299.0,United States,,GTX,1096
N3GVE0VP,Markita Hansen,GTK 500,,Engaging,2017-05-18,,,False,False,,Celia Rouche,West,,,,,,,GTK,26768
L71FBIF7,Marty Freudenburg,MG Special,Bioholding,Lost,2017-05-18,2017-09-10,0.0,False,True,115.0,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,MG,55
HU6IS6Q2,Marty Freudenburg,GTX Plus Pro,Domzoom,Won,2017-05-18,2017-06-11,5241.0,True,True,24.0,Melvin Marxen,Central,entertainment,1998.0,217.87,551.0,United States,,GTX,5482
UXFEJC9Q,Maureen Marcano,GTX Plus Basic,Nam-zim,Won,2017-05-18,2017-05-22,1082.0,True,True,4.0,Summer Sewald,West,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,1096
D4Z6IL8W,Niesha Huffines,GTX Basic,Rundofase,Won,2017-05-18,2017-06-05,616.0,True,True,18.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,550
OK39IHP1,Rosalina Dieter,MG Special,,Engaging,2017-05-18,,,False,False,,Celia Rouche,West,,,,,,,MG,55
5FG7S674,Rosie Papadopoulos,MG Special,Zencorporation,Lost,2017-05-18,2017-08-14,0.0,False,True,88.0,Cara Losch,East,technolgy,2011.0,40.79,142.0,China,,MG,55
KJXB9Q7O,Versie Hillebrand,MG Special,Finhigh,Lost,2017-05-18,2017-05-24,0.0,False,True,6.0,Dustin Brinkmann,Central,finance,2006.0,1102.43,1759.0,United States,,MG,55
CX4ZLSDW,Wilburn Farren,MG Special,,Engaging,2017-05-18,,,False,False,,Cara Losch,East,,,,,,,MG,55
UFL6ZQDV,Zane Levy,GTX Basic,,Engaging,2017-05-18,,,False,False,,Summer Sewald,West,,,,,,,GTX,550
KN3H2R4V,Zane Levy,GTX Basic,Y-corporation,Lost,2017-05-18,2017-06-25,0.0,False,True,38.0,Summer Sewald,West,employment,1983.0,2871.35,9561.0,United States,,GTX,550
20QTAZ1L,Zane Levy,MG Special,Lexiqvolax,Lost,2017-05-18,2017-05-23,0.0,False,True,5.0,Summer Sewald,West,medical,2004.0,1618.89,3889.0,United States,,MG,55
NJCI3Y9S,Zane Levy,GTX Pro,Condax,Won,2017-05-18,2017-06-03,4642.0,True,True,16.0,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,GTX,4821
OATOYNX2,Anna Snelling,MG Special,Bioholding,Won,2017-05-19,2017-06-27,63.0,True,True,39.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,MG,55
GAH11YHT,Boris Faz,MG Advanced,Konex,Lost,2017-05-19,2017-05-20,0.0,False,True,1.0,Rocco Neubert,East,technolgy,1980.0,7708.38,13756.0,United States,,MG,3393
FT8227WB,Cassey Cress,GTX Plus Basic,Zencorporation,Lost,2017-05-19,2017-06-01,0.0,False,True,13.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,GTX,1096
0XHTFQE8,Cassey Cress,GTX Plus Basic,Betasoloin,Won,2017-05-19,2017-08-19,1131.0,True,True,92.0,Rocco Neubert,East,medical,1999.0,251.41,495.0,United States,,GTX,1096
6I76NXTK,Corliss Cosme,GTX Basic,Ganjaflex,Won,2017-05-19,2017-09-04,503.0,True,True,108.0,Cara Losch,East,retail,1995.0,5158.71,17479.0,Japan,,GTX,550
0FLFT1R4,Corliss Cosme,GTX Basic,Massive Dynamic,Won,2017-05-19,2017-08-03,516.0,True,True,76.0,Cara Losch,East,entertainment,1989.0,665.06,1095.0,United States,,GTX,550
QX4VN0WB,Daniell Hammack,GTX Basic,Mathtouch,Won,2017-05-19,2017-09-01,592.0,True,True,105.0,Rocco Neubert,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,550
14V0RQBV,Darcel Schlecht,GTX Pro,Toughzap,Lost,2017-05-19,2017-08-27,0.0,False,True,100.0,Melvin Marxen,Central,retail,1995.0,332.43,799.0,United States,,GTX,4821
2G82J8WD,Darcel Schlecht,GTX Pro,Warephase,Won,2017-05-19,2017-09-11,4914.0,True,True,115.0,Melvin Marxen,Central,services,1997.0,2041.73,5276.0,United States,,GTX,4821
00KY25OA,Donn Cantrell,GTX Basic,Condax,Won,2017-05-19,2017-06-01,564.0,True,True,13.0,Rocco Neubert,East,medical,2017.0,4.54,9.0,United States,,GTX,550
QDDD0L2Y,Elease Gluck,MG Special,Kan-code,Lost,2017-05-19,2017-05-27,0.0,False,True,8.0,Celia Rouche,West,software,1982.0,11698.03,34288.0,United States,,MG,55
6TN4T6HN,Hayden Neloms,GTX Plus Basic,Golddex,Won,2017-05-19,2017-06-01,964.0,True,True,13.0,Celia Rouche,West,finance,2008.0,52.5,165.0,United States,,GTX,1096
VA2JJZXD,Jonathan Berthelot,GTX Pro,Rundofase,Lost,2017-05-19,2017-09-09,0.0,False,True,113.0,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,GTX,4821
MQY3YOQS,Jonathan Berthelot,GTX Basic,Funholding,Won,2017-05-19,2017-06-02,583.0,True,True,14.0,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,550
MGD7DZAU,Kami Bicknell,GTX Basic,Globex Corporation,Engaging,2017-05-19,,,False,False,,Summer Sewald,West,technolgy,2000.0,1223.72,2497.0,Norway,,GTX,550
BRFHWGVC,Kary Hendrixson,GTX Plus Basic,,Engaging,2017-05-19,,,False,False,,Summer Sewald,West,,,,,,,GTX,1096
3YWITFR5,Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-05-19,2017-08-15,440.0,True,True,88.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,GTX,550
BEKQZ411,Moses Frase,MG Special,Inity,Won,2017-05-19,2017-08-31,58.0,True,True,104.0,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,,MG,55
PK0T5N02,Reed Clapper,GTX Plus Basic,Initech,Won,2017-05-19,2017-05-26,1093.0,True,True,7.0,Rocco Neubert,East,telecommunications,1994.0,6395.05,20275.0,United States,,GTX,1096
8Z4ZMS9U,Violet Mclelland,MG Advanced,,Engaging,2017-05-19,,,False,False,,Cara Losch,East,,,,,,,MG,3393
DTSCBNCX,Violet Mclelland,GTX Plus Basic,Donquadtech,Lost,2017-05-19,2017-08-12,0.0,False,True,85.0,Cara Losch,East,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,1096
TUDKP25E,Anna Snelling,MG Advanced,Rangreen,Lost,2017-05-20,2017-08-01,0.0,False,True,73.0,Dustin Brinkmann,Central,technolgy,1987.0,2938.67,8775.0,Panama,,MG,3393
JL9ERNVY,Boris Faz,GTX Plus Pro,,Engaging,2017-05-20,,,False,False,,Rocco Neubert,East,,,,,,,GTX,5482
E1OBRLYZ,Boris Faz,GTX Basic,Zencorporation,Won,2017-05-20,2017-05-27,529.0,True,True,7.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,GTX,550
913RPKAD,Cassey Cress,GTX Pro,Sumace,Won,2017-05-20,2017-05-24,4839.0,True,True,4.0,Rocco Neubert,East,retail,2000.0,167.89,493.0,Romania,,GTX,4821
JM5GDLEF,Corliss Cosme,GTX Pro,,Engaging,2017-05-20,,,False,False,,Cara Losch,East,,,,,,,GTX,4821
NJC209SC,Darcel Schlecht,GTX Pro,Cancity,Won,2017-05-20,2017-09-27,5961.0,True,True,130.0,Melvin Marxen,Central,retail,2001.0,718.62,2448.0,United States,,GTX,4821
MMUC1AXI,Darcel Schlecht,GTX Pro,Gogozoom,Won,2017-05-20,2017-08-09,5647.0,True,True,81.0,Melvin Marxen,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,GTX,4821
X66G66ZA,Darcel Schlecht,MG Special,Toughzap,Won,2017-05-20,2017-08-18,56.0,True,True,90.0,Melvin Marxen,Central,retail,1995.0,332.43,799.0,United States,,MG,55
PI2PHSBE,Donn Cantrell,GTX Basic,Zencorporation,Lost,2017-05-20,2017-08-05,0.0,False,True,77.0,Rocco Neubert,East,technolgy,2011.0,40.79,142.0,China,,GTX,550
CYKC7RXH,Donn Cantrell,GTX Pro,Kan-code,Lost,2017-05-20,2017-08-06,0.0,False,True,78.0,Rocco Neubert,East,software,1982.0,11698.03,34288.0,United States,,GTX,4821
WXRWSVTT,Garret Kinder,GTX Basic,Kan-code,Won,2017-05-20,2017-08-18,492.0,True,True,90.0,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,GTX,550
81NOKKSW,Gladys Colclough,MG Special,Statholdings,Won,2017-05-20,2017-08-31,68.0,True,True,103.0,Melvin Marxen,Central,employment,1997.0,291.27,586.0,United States,,MG,55
CP3JY4PE,Hayden Neloms,MG Advanced,Groovestreet,Won,2017-05-20,2017-09-14,3728.0,True,True,117.0,Celia Rouche,West,retail,2003.0,223.8,299.0,United States,,MG,3393
K2683261,Kami Bicknell,GTX Plus Basic,Plusstrip,Won,2017-05-20,2017-09-13,1082.0,True,True,116.0,Summer Sewald,West,entertainment,2002.0,349.81,315.0,United States,,GTX,1096
MPCJV2LA,Kary Hendrixson,GTX Plus Basic,Hatfan,Lost,2017-05-20,2017-08-21,0.0,False,True,93.0,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,GTX,1096
0DDBDPJU,Lajuana Vencill,GTX Basic,Funholding,Won,2017-05-20,2017-08-05,557.0,True,True,77.0,Dustin Brinkmann,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,550
RXIQFV8D,Niesha Huffines,MG Special,Dontechi,Won,2017-05-20,2017-08-09,60.0,True,True,81.0,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,MG,55
5RGYU88R,Versie Hillebrand,GTX Plus Pro,Scottech,Won,2017-05-20,2017-05-25,5046.0,True,True,5.0,Dustin Brinkmann,Central,marketing,2012.0,45.39,100.0,United States,Inity,GTX,5482
F3P73EG4,Versie Hillebrand,MG Special,Gogozoom,Won,2017-05-20,2017-08-04,53.0,True,True,76.0,Dustin Brinkmann,Central,telecommunications,2007.0,86.68,187.0,United States,Sonron,MG,55
CRLWCEMY,Versie Hillebrand,MG Advanced,Stanredtax,Won,2017-05-20,2017-06-10,2807.0,True,True,21.0,Dustin Brinkmann,Central,finance,1987.0,1698.2,3798.0,United States,,MG,3393
3590U14O,Vicki Laflamme,GTX Pro,Plexzap,Lost,2017-05-20,2017-08-23,0.0,False,True,95.0,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,GTX,4821
CFOYAHQ1,Zane Levy,GTX Pro,Plusstrip,Lost,2017-05-20,2017-05-30,0.0,False,True,10.0,Summer Sewald,West,entertainment,2002.0,349.81,315.0,United States,,GTX,4821
IQ5ASHI1,Anna Snelling,GTX Basic,Bioholding,Won,2017-05-21,2017-08-11,475.0,True,True,82.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,GTX,550
G378ZBNC,Anna Snelling,MG Advanced,Ron-tech,Won,2017-05-21,2017-08-03,3031.0,True,True,74.0,Dustin Brinkmann,Central,medical,1992.0,3922.42,6837.0,United States,,MG,3393
6ZVC87CV,Boris Faz,MG Special,Ontomedia,Won,2017-05-21,2017-08-09,53.0,True,True,80.0,Rocco Neubert,East,employment,1997.0,882.12,2769.0,United States,,MG,55
4Y1DYANE,Cassey Cress,GTX Plus Basic,Xx-zobam,Won,2017-05-21,2017-06-04,1112.0,True,True,14.0,Rocco Neubert,East,entertainment,1989.0,3838.39,8274.0,United States,,GTX,1096
CX0SXNCN,Corliss Cosme,GTX Basic,Treequote,Engaging,2017-05-21,,,False,False,,Cara Losch,East,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,GTX,550
PGYBGBU3,Daniell Hammack,GTX Pro,Yearin,Won,2017-05-21,2017-09-11,4491.0,True,True,113.0,Rocco Neubert,East,retail,2005.0,2261.05,3851.0,United States,,GTX,4821
GQPQ6XBD,Elease Gluck,GTX Basic,Blackzim,Won,2017-05-21,2017-06-06,562.0,True,True,16.0,Celia Rouche,West,retail,2009.0,497.11,1588.0,United States,,GTX,550
G4KL8QWY,James Ascencio,GTX Basic,Rantouch,Won,2017-05-21,2017-06-04,593.0,True,True,14.0,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,550
GIVVPRQQ,Jonathan Berthelot,GTX Pro,Hottechi,Won,2017-05-21,2017-08-30,4606.0,True,True,101.0,Melvin Marxen,Central,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,4821
JF178AXO,Kami Bicknell,GTX Plus Basic,Faxquote,Won,2017-05-21,2017-08-11,1100.0,True,True,82.0,Summer Sewald,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,1096
43NBMRFY,Kami Bicknell,GTX Plus Basic,Scotfind,Won,2017-05-21,2017-08-18,1198.0,True,True,89.0,Summer Sewald,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,1096
RE3UNESR,Kary Hendrixson,GTX Basic,,Engaging,2017-05-21,,,False,False,,Summer Sewald,West,,,,,,,GTX,550
PPUSV3RG,Kary Hendrixson,GTX Plus Pro,,Engaging,2017-05-21,,,False,False,,Summer Sewald,West,,,,,,,GTX,5482
UQ67214Z,Lajuana Vencill,MG Advanced,Dontechi,Won,2017-05-21,2017-08-20,3250.0,True,True,91.0,Dustin Brinkmann,Central,software,1982.0,4618.0,10083.0,United States,,MG,3393
HDITQL1S,Marty Freudenburg,MG Advanced,Treequote,Won,2017-05-21,2017-09-05,2785.0,True,True,107.0,Melvin Marxen,Central,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393
1WPONGOS,Maureen Marcano,MG Special,Scotfind,Won,2017-05-21,2017-08-11,49.0,True,True,82.0,Summer Sewald,West,software,1996.0,6354.87,16780.0,United States,Bubba Gump,MG,55
UF0S02A4,Moses Frase,MG Advanced,Inity,Lost,2017-05-21,2017-05-25,0.0,False,True,4.0,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,,MG,3393
ZG1DFNPW,Moses Frase,GTX Basic,Bioholding,Won,2017-05-21,2017-09-15,547.0,True,True,117.0,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,GTX,550
SS9FXCS2,Niesha Huffines,MG Special,Bioholding,Won,2017-05-21,2017-08-01,57.0,True,True,72.0,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,MG,55
SHE8LB0Y,Rosalina Dieter,MG Special,Fasehatice,Lost,2017-05-21,2017-08-08,0.0,False,True,79.0,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,MG,55
9D6NTQ16,Rosalina Dieter,MG Special,Y-corporation,Lost,2017-05-21,2017-08-06,0.0,False,True,77.0,Celia Rouche,West,employment,1983.0,2871.35,9561.0,United States,,MG,55
59N6QWQM,Vicki Laflamme,MG Advanced,Sonron,Lost,2017-05-21,2017-05-23,0.0,False,True,2.0,Celia Rouche,West,telecommunications,1999.0,1699.85,5108.0,United States,,MG,3393
ZHKJIJA1,Vicki Laflamme,GTX Basic,Cheers,Won,2017-05-21,2017-08-05,572.0,True,True,76.0,Celia Rouche,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550
SDL8MJ4R,Violet Mclelland,MG Special,Ontomedia,Won,2017-05-21,2017-06-10,48.0,True,True,20.0,Cara Losch,East,employment,1997.0,882.12,2769.0,United States,,MG,55
G86OKJFV,Anna Snelling,GTX Plus Pro,Isdom,Lost,2017-05-22,2017-05-31,0.0,False,True,9.0,Dustin Brinkmann,Central,medical,2002.0,3178.24,4540.0,United States,,GTX,5482
WM7XURV6,Corliss Cosme,GTX Plus Basic,Groovestreet,Engaging,2017-05-22,,,False,False,,Cara Losch,East,retail,2003.0,223.8,299.0,United States,,GTX,1096
6I125KPN,Daniell Hammack,MG Advanced,,Engaging,2017-05-22,,,False,False,,Rocco Neubert,East,,,,,,,MG,3393
HUCB9WIQ,Darcel Schlecht,MG Advanced,Conecom,Lost,2017-05-22,2017-09-08,0.0,False,True,109.0,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,MG,3393
R8CMI00I,Garret Kinder,GTX Basic,Kan-code,Won,2017-05-22,2017-06-06,555.0,True,True,15.0,Cara Losch,East,software,1982.0,11698.03,34288.0,United States,,GTX,550
T7HHH8HK,Garret Kinder,GTX Basic,Konex,Won,2017-05-22,2017-09-02,476.0,True,True,103.0,Cara Losch,East,technolgy,1980.0,7708.38,13756.0,United States,,GTX,550
2YLXKON1,Hayden Neloms,MG Advanced,,Engaging,2017-05-22,,,False,False,,Celia Rouche,West,,,,,,,MG,3393
407NLHJH,James Ascencio,GTX Plus Basic,Labdrill,Won,2017-05-22,2017-06-14,1090.0,True,True,23.0,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,GTX,1096
